Source,Compare,Value,Val Type 2,Val Type 3
9324,14328,0.8354049397388359,0.8374615813867611,0.3
9331,307,0.8209763337228215,0.8272109915355348,0.2857142857142857
9331,6343,0.8673842807805767,0.8655548360669274,0.2
9331,19696,0.8163929276825118,0.8167845973638335,0.17647058823529413
9331,20939,0.8093474744528235,0.8055608221380562,0.10526315789473684
9399,14328,0.8257527325504932,0.7925167653220351,0.3636363636363637
9403,17293,0.8136801286772068,0.8505564108585921,0.1875
9422,10717,0.80172538504197,0.8048141330970551,0.1111111111111111
9426,13034,0.8131338866155635,0.8007373535900011,0.05882352941176471
9426,13036,0.8244705359457719,0.8174267608272812,0.13333333333333333
9426,13101,0.8364049319635549,0.8348297550330905,0.09090909090909093
9522,639,0.8029104520600402,0.8014222482681891,0.03571428571428571
9522,2113,0.8154895714263891,0.8187868781925178,0.05263157894736842
9522,5436,0.8109912157602839,0.8020153078188279,0.043478260869565216
9522,8254,0.8059807550692518,0.8066232551227497,0.08695652173913042
9522,19255,0.8259150774592284,0.8174393874357027,0.09523809523809523
9522,19366,0.8496545381877015,0.8366372439042347,0.05
9522,19461,0.8050216149024858,0.7899392430703249,0.05555555555555555
9534,16298,0.8012252978074539,0.7911606415138751,0.2
9638,10718,0.8043846665180856,0.7981860985037336,0.16666666666666666
9647,10936,0.8106488072966551,0.7622906917751726,0.0
9647,14151,0.8030106934037861,0.7556936063338481,0.017241379310344827
